+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                               ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                           ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; test_channels[0].chnl_tester_i|fifo_c_unit_to_riffa|dcfifo_mixed_widths_component|auto_generated|fifo_ram|rden_decode_b                                             ; 1     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|fifo_c_unit_to_riffa|dcfifo_mixed_widths_component|auto_generated|fifo_ram|decode12                                                  ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|fifo_c_unit_to_riffa|dcfifo_mixed_widths_component|auto_generated|fifo_ram                                                           ; 38    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|fifo_c_unit_to_riffa|dcfifo_mixed_widths_component|auto_generated|wrptr_g1p                                                          ; 3     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|fifo_c_unit_to_riffa|dcfifo_mixed_widths_component|auto_generated|rdptr_g1p                                                          ; 3     ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|fifo_c_unit_to_riffa|dcfifo_mixed_widths_component|auto_generated                                                                    ; 13    ; 0              ; 0            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|fifo_c_unit_to_riffa                                                                                                                 ; 13    ; 0              ; 0            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_3|altsyncram_component|auto_generated|mux3                                                                       ; 84    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_3|altsyncram_component|auto_generated|decode2                                                                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_3|altsyncram_component|auto_generated                                                                            ; 45    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_3                                                                                                                ; 45    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_2|altsyncram_component|auto_generated|mux3                                                                       ; 84    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_2|altsyncram_component|auto_generated|decode2                                                                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_2|altsyncram_component|auto_generated                                                                            ; 45    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_2                                                                                                                ; 45    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_1|altsyncram_component|auto_generated|mux3                                                                       ; 84    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_1|altsyncram_component|auto_generated|decode2                                                                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_1|altsyncram_component|auto_generated                                                                            ; 45    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_1                                                                                                                ; 45    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_0|altsyncram_component|auto_generated|mux3                                                                       ; 84    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_0|altsyncram_component|auto_generated|decode2                                                                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_0|altsyncram_component|auto_generated                                                                            ; 45    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_image_0                                                                                                                ; 45    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_2|r_value_y                                                                                                       ; 32    ; 24             ; 0            ; 24             ; 32     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_2|r_value_x                                                                                                       ; 32    ; 24             ; 0            ; 24             ; 32     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_2                                                                                                                 ; 256   ; 32             ; 24           ; 32             ; 128    ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_1|r_value_y                                                                                                       ; 32    ; 24             ; 0            ; 24             ; 32     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_1|r_value_x                                                                                                       ; 32    ; 24             ; 0            ; 24             ; 32     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_1                                                                                                                 ; 256   ; 32             ; 24           ; 32             ; 128    ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_0|r_value_y                                                                                                       ; 32    ; 24             ; 0            ; 24             ; 32     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_0|r_value_x                                                                                                       ; 32    ; 24             ; 0            ; 24             ; 32     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_0                                                                                                                 ; 256   ; 32             ; 24           ; 32             ; 128    ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_t|r_value_y                                                                                                       ; 32    ; 24             ; 0            ; 24             ; 32     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_t|r_value_x                                                                                                       ; 32    ; 24             ; 0            ; 24             ; 32     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p|mn_t                                                                                                                 ; 256   ; 32             ; 24           ; 32             ; 128    ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|filter_p                                                                                                                      ; 131   ; 0              ; 0            ; 0              ; 161    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|buffer_control_1                                                                                                              ; 99    ; 2              ; 64           ; 2              ; 292    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input|dcfifo_mixed_widths_component|auto_generated|cntr_b                                                                ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input|dcfifo_mixed_widths_component|auto_generated|wrfull_eq_comp                                                        ; 26    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input|dcfifo_mixed_widths_component|auto_generated|rdempty_eq_comp                                                       ; 26    ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input|dcfifo_mixed_widths_component|auto_generated|ws_dgrp|dffpipe15                                                     ; 15    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input|dcfifo_mixed_widths_component|auto_generated|ws_dgrp                                                               ; 15    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input|dcfifo_mixed_widths_component|auto_generated|rs_dgwp|dffpipe12                                                     ; 15    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input|dcfifo_mixed_widths_component|auto_generated|rs_dgwp                                                               ; 15    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input|dcfifo_mixed_widths_component|auto_generated|fifo_ram                                                              ; 94    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input|dcfifo_mixed_widths_component|auto_generated|wrptr_g1p                                                             ; 3     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input|dcfifo_mixed_widths_component|auto_generated|rdptr_g1p                                                             ; 3     ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input|dcfifo_mixed_widths_component|auto_generated                                                                       ; 69    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit|fifo_input                                                                                                                    ; 69    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i|c_unit                                                                                                                               ; 133   ; 24             ; 0            ; 24             ; 33     ; 24              ; 24            ; 24              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; test_channels[0].chnl_tester_i                                                                                                                                      ; 135   ; 64             ; 33           ; 64             ; 134    ; 64              ; 64            ; 64              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|writer                                                                                                          ; 206   ; 0              ; 0            ; 0              ; 178    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|sgListReader                                                                                                    ; 68    ; 0              ; 0            ; 0              ; 99     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|buffer|fifo|mem                                                                                                 ; 84    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|buffer|fifo                                                                                                     ; 68    ; 2              ; 0            ; 2              ; 76     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|buffer                                                                                                          ; 71    ; 0              ; 0            ; 0              ; 74     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|monitor                                                                                                         ; 80    ; 0              ; 0            ; 0              ; 164    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|gate|fifo|wrPtrFull                                                                                             ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|gate|fifo|rdPtrEmpty                                                                                            ; 4     ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|gate|fifo|asyncCompare                                                                                          ; 18    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|gate|fifo|mem                                                                                                   ; 74    ; 0              ; 0            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|gate|fifo                                                                                                       ; 71    ; 0              ; 0            ; 0              ; 67     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort|gate                                                                                                            ; 134   ; 0              ; 0            ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|txPort                                                                                                                 ; 207   ; 0              ; 0            ; 0              ; 241    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|countSync|sigBtoA|metaFF                                                                                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|countSync|sigBtoA|syncFF                                                                                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|countSync|sigBtoA                                                                                          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|countSync|sigAtoB|metaFF                                                                                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|countSync|sigAtoB|syncFF                                                                                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|countSync|sigAtoB                                                                                          ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|countSync                                                                                                  ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|rxAckSig|metaFF                                                                                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|rxAckSig|syncFF                                                                                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|rxAckSig                                                                                                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|rxSig|sigBtoA|metaFF                                                                                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|rxSig|sigBtoA|syncFF                                                                                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|rxSig|sigBtoA                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|rxSig|sigAtoB|metaFF                                                                                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|rxSig|sigAtoB|syncFF                                                                                       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|rxSig|sigAtoB                                                                                              ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate|rxSig                                                                                                      ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|gate                                                                                                            ; 135   ; 0              ; 0            ; 0              ; 165    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|reader                                                                                                          ; 179   ; 0              ; 0            ; 0              ; 177    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|sgListReader                                                                                                    ; 68    ; 0              ; 0            ; 0              ; 98     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|requesterMux                                                                                                    ; 228   ; 0              ; 0            ; 0              ; 81     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|sgTxReq                                                                                                         ; 55    ; 0              ; 0            ; 0              ; 78     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|sgRxReq                                                                                                         ; 55    ; 0              ; 0            ; 0              ; 78     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|sgTxFifo|mem                                                                                                    ; 86    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|sgTxFifo                                                                                                        ; 68    ; 0              ; 0            ; 0              ; 76     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|sgRxFifo|mem                                                                                                    ; 86    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|sgRxFifo                                                                                                        ; 68    ; 0              ; 0            ; 0              ; 76     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|mainFifo|fifo|wrPtrFull                                                                                         ; 4     ; 0              ; 0            ; 0              ; 21     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|mainFifo|fifo|rdPtrEmpty                                                                                        ; 4     ; 0              ; 0            ; 0              ; 21     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|mainFifo|fifo|asyncCompare                                                                                      ; 46    ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|mainFifo|fifo|mem                                                                                               ; 87    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|mainFifo|fifo                                                                                                   ; 70    ; 0              ; 0            ; 0              ; 66     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|mainFifo                                                                                                        ; 70    ; 0              ; 0            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|sgTxFifoPacker                                                                                                  ; 71    ; 0              ; 0            ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|sgRxFifoPacker                                                                                                  ; 71    ; 0              ; 0            ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort|mainFifoPacker                                                                                                  ; 71    ; 0              ; 0            ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel|rxPort                                                                                                                 ; 320   ; 0              ; 0            ; 0              ; 308    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel|channel                                                                                                                        ; 265   ; 0              ; 0            ; 0              ; 481    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|channels[0].channel                                                                                                                                ; 265   ; 0              ; 0            ; 0              ; 481    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; riffa|riffa_inst|tx_mux_inst|tx_mux|selWr                                                                                                                           ; 3     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
